SLN,name,tot_pop,bp_pop,bp_u18,rohh,thh,med_rent,mhi,per_as,per_bl,per_wh,per_his,tot_mf,tot_units,MAR,IncomeNeed,moymPerGr1t3_24,moymPerGrkt5_24,moymPerGr1t3_23,moymPerGrkt5_23,moymGr1t3_24,moymGrkt5_24,moymGr1t3_23,moymGrkt5_23,moymPerGr1t3_22,moymPerGrkt5_22,moymGr1t3_22,moymGrkt5_22
137,Dorsey Elementary,4204.3178,0.113078083678641,156.2639,256.6784,1258.8913,1370.33333333333,58839,0.00234749142893052,0.125286675522007,0.0989605971270773,0.767993846706831,2,199,1078,51744,0.0353535353535354,0.04,0.050561797752809,0.0608695652173913,7,15,9,21,0.0402298850574713,0.061046511627907,7,21
139,Dunbar Learning Center,22803.8078,0.16757815771452,405.9067,6453.1345,8683.1445,1309.78571428571,53743.7142857143,0.00936755834260276,0.503314915678249,0.208063251611865,0.238376215396799,97,6246,1205.76595744681,57876.7659574468,0.231292517006803,0.210622710622711,0.185053380782918,0.16789667896679,68,115,52,91,0.145161290322581,0.150326797385621,36,69
141,Stone Elementary at Vickery Meadow,5214.7381,0.243371781221381,528.5158,2275.6345,2351.9766,1152.42857142857,49297,0.125929469017821,0.355757367757357,0.117520456108812,0.375114428086043,15,3000,1060.57142857143,50907.4285714286,0.15695067264574,0.154613466334165,0.129943502824859,0.143695014662757,35,62,23,49,0.136363636363636,0.129129129129129,21,43
142,Ervin Elementary,11459.0944,0.311774288202042,1413.8663,1344.1315,3708.2798,1176.72727272727,45842.5454545455,0.00901047642996989,0.661623120933536,0.0167027596875369,0.289906451944405,7,1518,1060.71428571429,50914.2857142857,0.148036253776435,0.148148148148148,0.175862068965517,0.173913043478261,49,92,51,96,0.166051660516605,0.175337186897881,45,91
145,Foster Elementary,7037.6309,0.249227165351908,743.9435,1732.0573,2367.1859,1168,56816.3333333333,0.0086776787341888,0.036270629083432,0.119381168455424,0.830054500300662,16,2309,1127.7,54129.6,0.120331950207469,0.112798264642082,0.0619469026548673,0.0774336283185841,29,52,14,35,0.0562248995983936,0.0759493670886076,14,36
147,Gill Elementary,6388.4919,0.111063285530659,287.4381,1045.8849,1908.4261,1307.75,66876,0.0447002053802401,0.187753623042083,0.128917076657795,0.626400747256172,6,1342,1018.6,48892.8,0.123552123552124,0.0967153284671533,0.0974729241877256,0.103448275862069,32,53,27,54,0.126811594202899,0.117760617760618,35,61
148,Gooch Elementary,3660.6425,0.0308430282388952,8.8101,140.7748,1405.982,2113.4,147896.333333333,0.022917834779004,0.0422661049255697,0.603070827047438,0.246644899085338,6,1258,1660,79680,0.078125,0.0905511811023622,0.0317460317460317,0.033457249070632,10,23,4,9,0.0434782608695652,0.03886925795053,6,11
149,Hall Elementary,2764.9522,0.0852243304603964,46.111,163.2276,769.5882,1218,56095,5.61311692838668e-05,0.00199424785716006,0.0528892687548089,0.939491539853745,1,322,1317,63216,0.06,0.0575916230366492,0.0353535353535354,0.032171581769437,12,22,7,12,0.0648648648648649,0.0494791666666667,12,19
152,Henderson Elementary,3709.5335,0.0727114339309781,63.6519,425.7293,1426.2921,1395.25,65405.25,0.00391569452061829,0.109923983703072,0.197895476614512,0.677665992233255,1,40,1197,57456,0.0486111111111111,0.0590277777777778,0.020979020979021,0.024390243902439,7,17,3,7,0.0217391304347826,0.0177304964539007,3,5
153,Hexter Elementary,7873.7995,0.0246510468040239,46.5841,897.7231,3257.4937,1816.90909090909,129828.181818182,0.00397931138581824,0.0592425296072119,0.655104247955514,0.227128414941224,3,719,1002.66666666667,48128,0.055793991416309,0.0683371298405467,0.0570175438596491,0.0589569160997732,13,30,13,26,0.0697674418604651,0.08,15,32
154,Smith Elementary,5711.4133,0.178195018735555,354.3244,678.6453,1858.5705,1523.11111111111,67371.4444444444,0.0123158133206714,0.117363350328718,0.190352097264612,0.670107204463736,8,1870,1110.5,53304,0.123745819397993,0.0923344947735192,0.0946372239747634,0.0946372239747634,37,53,30,60,0.0917721518987342,0.0913539967373573,29,56
