SLN,name,SchoolYear,TotEvictions,EvicFilAmt,Year,rohh,moymPerGr1t3_24,moymPerGrkt5_24,moymPerGr1t3_23,moymPerGrkt5_23,moymGr1t3_24,moymGrkt5_24,moymGr1t3_23,moymGrkt5_23,evicRate,schoolType
149,Hall Elementary,2018-2019,3,446.666666666667,2018,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,15.090733032357,Elementary School
149,Hall Elementary,2019-2020,11,1483.18181818182,2019,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,55.3326877853092,Elementary School
149,Hall Elementary,2020-2021,1,,2020,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,5.03024434411902,Elementary School
149,Hall Elementary,2021-2022,9,3916.88888888889,2021,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,45.2721990970712,Elementary School
149,Hall Elementary,2022-2023,12,2496.8,2022,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,60.3629321294282,Elementary School
149,Hall Elementary,2023-2024,4,2325.7525,2023,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,20.1209773764761,Elementary School
149,Hall Elementary,2024-2025,1,2270,2024,198.7975,0.0353535353535354,0.032171581769437,0.0648648648648649,0.0494791666666667,7,12,12,19,5.03024434411902,Elementary School
152,Henderson Elementary,2017-2018,13,527.692307692308,2017,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,29.0098600051102,Elementary School
152,Henderson Elementary,2018-2019,17,989.392352941177,2018,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,37.9359707759133,Elementary School
152,Henderson Elementary,2019-2020,6,634.983333333333,2019,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,13.3891661562047,Elementary School
152,Henderson Elementary,2020-2021,4,0,2020,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,8.92611077080314,Elementary School
152,Henderson Elementary,2021-2022,15,2517.93333333333,2021,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,33.4729153905118,Elementary School
152,Henderson Elementary,2022-2023,11,3690.2,2022,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,24.5468046197086,Elementary School
152,Henderson Elementary,2023-2024,10,3376.51888888889,2023,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,22.3152769270079,Elementary School
152,Henderson Elementary,2024-2025,4,4266.66666666667,2024,448.1235,0.020979020979021,0.024390243902439,0.0217391304347826,0.0177304964539007,3,7,3,5,8.92611077080314,Elementary School
153,Hexter Elementary,2017-2018,56,1085.82892857143,2017,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,61.3384913162769,Elementary School
153,Hexter Elementary,2018-2019,82,919.536463414634,2018,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,89.8170765702627,Elementary School
153,Hexter Elementary,2019-2020,61,775.69737704918,2019,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,66.8151423266588,Elementary School
153,Hexter Elementary,2020-2021,37,2636.56,2020,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,40.5272174768258,Elementary School
153,Hexter Elementary,2021-2022,45,2711.04288888889,2021,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,49.2898590934368,Elementary School
153,Hexter Elementary,2022-2023,82,2066.42230769231,2022,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,89.8170765702627,Elementary School
153,Hexter Elementary,2023-2024,80,2275.85857142857,2023,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,87.6264161661099,Elementary School
153,Hexter Elementary,2024-2025,27,2091.1412,2024,912.9667,0.0570175438596491,0.0589569160997732,0.0697674418604651,0.08,13,26,15,32,29.5739154560621,Elementary School
154,Smith Elementary,2017-2018,133,1068.65015037594,2017,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,206.916454758806,Elementary School
154,Smith Elementary,2018-2019,224,1058.56834821429,2018,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,348.490871172726,Elementary School
154,Smith Elementary,2019-2020,264,762.327689393939,2019,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,410.721383882142,Elementary School
154,Smith Elementary,2020-2021,110,1590.38195402299,2020,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,171.133909950892,Elementary School
154,Smith Elementary,2021-2022,144,2563.46631944444,2021,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,224.029845753895,Elementary School
154,Smith Elementary,2022-2023,244,3403.92976958525,2022,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,379.606127527434,Elementary School
154,Smith Elementary,2023-2024,180,1941.16264705882,2023,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,280.037307192369,Elementary School
154,Smith Elementary,2024-2025,76,2195.46875,2024,642.7715,0.0946372239747634,0.0946372239747634,0.0917721518987342,0.0913539967373573,30,60,29,56,118.237974147889,Elementary School
155,Tatum Jr Elementary,2017-2018,102,1595.48303921569,2017,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,83.4816906646518,Elementary School
155,Tatum Jr Elementary,2018-2019,102,1289.64568627451,2018,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,83.4816906646518,Elementary School
155,Tatum Jr Elementary,2019-2020,88,1315.77806818182,2019,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,72.0234193969545,Elementary School
155,Tatum Jr Elementary,2020-2021,39,3183.94419354839,2020,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,31.9194699600139,Elementary School
155,Tatum Jr Elementary,2021-2022,41,3417.80926829268,2021,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,33.5563658553992,Elementary School
155,Tatum Jr Elementary,2022-2023,61,3765.04309090909,2022,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,49.9253248092525,Elementary School
155,Tatum Jr Elementary,2023-2024,86,3721.51,2023,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,70.3865235015691,Elementary School
155,Tatum Jr Elementary,2024-2025,49,3376.61386363636,2024,1221.8248,0.124293785310734,0.0985074626865672,0.111111111111111,0.117088607594937,22,33,17,37,40.1039494369406,Elementary School
156,Hawthorne Elementary,2017-2018,6,1337.5,2017,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,23.8392661320314,Elementary School
156,Hawthorne Elementary,2018-2019,14,1249.28571428571,2018,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,55.6249543080733,Elementary School
156,Hawthorne Elementary,2019-2020,2,1262.5,2019,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,7.94642204401046,Elementary School
156,Hawthorne Elementary,2020-2021,4,275,2020,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,15.8928440880209,Elementary School
156,Hawthorne Elementary,2021-2022,5,5491.306,2021,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,19.8660551100262,Elementary School
156,Hawthorne Elementary,2022-2023,8,3693.01,2022,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,31.7856881760419,Elementary School
156,Hawthorne Elementary,2023-2024,7,1850,2023,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,27.8124771540366,Elementary School
156,Hawthorne Elementary,2024-2025,1,1610,2024,251.6856,0.041025641025641,0.0402298850574713,0.0348837209302326,0.0451807228915663,8,14,6,15,3.97321102200523,Elementary School
157,Hogg Elementary,2017-2018,59,1030.27762711864,2017,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,45.8215342882541,Elementary School
157,Hogg Elementary,2018-2019,57,1628.60578947368,2018,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,44.2682619394997,Elementary School
157,Hogg Elementary,2019-2020,43,1299.38302325581,2019,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,33.3953554982191,Elementary School
157,Hogg Elementary,2020-2021,22,2043.17636363636,2020,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,17.0859958362981,Elementary School
157,Hogg Elementary,2021-2022,53,3422.64653846154,2021,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,41.161717241991,Elementary School
157,Hogg Elementary,2022-2023,97,4527.75264367816,2022,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,75.3337089145873,Elementary School
157,Hogg Elementary,2023-2024,156,3760.69,2023,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,121.155243202841,Elementary School
157,Hogg Elementary,2024-2025,62,3167.37142857143,2024,1287.6042,0.0942028985507246,0.105839416058394,0.0833333333333333,0.0833333333333333,13,29,12,22,48.1514428113857,Elementary School
158,Hooe Elementary,2017-2018,6,2290.645,2017,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,18.3818573518851,Elementary School
158,Hooe Elementary,2018-2019,9,1263.40888888889,2018,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,27.5727860278277,Elementary School
158,Hooe Elementary,2019-2020,5,330,2019,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,15.3182144599043,Elementary School
158,Hooe Elementary,2020-2021,5,1687.5,2020,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,15.3182144599043,Elementary School
158,Hooe Elementary,2021-2022,5,4417.666,2021,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,15.3182144599043,Elementary School
158,Hooe Elementary,2022-2023,5,2723.0275,2022,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,15.3182144599043,Elementary School
158,Hooe Elementary,2023-2024,11,3117.60181818182,2023,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,33.7000718117894,Elementary School
158,Hooe Elementary,2024-2025,7,5881.3275,2024,326.4088,0.0328947368421053,0.0442176870748299,0.106666666666667,0.102990033222591,5,13,16,31,21.445500243866,Elementary School
159,Hotchkiss Elementary,2017-2018,157,577.653057324841,2017,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,46.829495507038,Elementary School
159,Hotchkiss Elementary,2018-2019,130,620.958153846154,2018,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,38.7760153879933,Elementary School
159,Hotchkiss Elementary,2019-2020,98,687.18806122449,2019,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,29.231150061718,Elementary School
159,Hotchkiss Elementary,2020-2021,33,2121.30137931035,2020,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,9.84314236772136,Elementary School
159,Hotchkiss Elementary,2021-2022,92,2151.95097826087,2021,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,27.4414878130414,Elementary School
159,Hotchkiss Elementary,2022-2023,85,2954.8764556962,2022,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,25.3535485229187,Elementary School
159,Hotchkiss Elementary,2023-2024,57,2105.72703703704,2023,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,17.0017913624278,Elementary School
159,Hotchkiss Elementary,2024-2025,49,2515.13022222222,2024,3352.5879,0.149484536082474,0.153225806451613,0.177339901477833,0.150537634408602,29,57,36,56,14.615575030859,Elementary School
161,Mendez Elementary,2017-2018,30,937.383333333333,2017,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,47.3783505574695,Elementary School
161,Mendez Elementary,2018-2019,35,921.338,2018,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,55.2747423170477,Elementary School
161,Mendez Elementary,2019-2020,23,985.865217391304,2019,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,36.3234020940599,Elementary School
161,Mendez Elementary,2020-2021,14,1701.67857142857,2020,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,22.1098969268191,Elementary School
161,Mendez Elementary,2021-2022,27,2486.19375,2021,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,42.6405155017225,Elementary School
161,Mendez Elementary,2022-2023,16,1432.30090909091,2022,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,25.2684536306504,Elementary School
161,Mendez Elementary,2023-2024,11,3477.94444444444,2023,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,17.3720618710721,Elementary School
161,Mendez Elementary,2024-2025,2,5100,2024,633.2006,0.0862068965517242,0.0903954802259887,0.0824175824175824,0.0728291316526611,15,32,15,26,3.1585567038313,Elementary School
162,Mockingbird Elementary,2017-2018,75,1531.262,2017,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,15.6216628222796,Elementary School
162,Mockingbird Elementary,2018-2019,85,1396.91635294118,2018,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,17.7045511985835,Elementary School
162,Mockingbird Elementary,2019-2020,76,1759.69157894737,2019,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,15.82995165991,Elementary School
162,Mockingbird Elementary,2020-2021,18,2866.073125,2020,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,3.7491990773471,Elementary School
162,Mockingbird Elementary,2021-2022,57,3586.48214285714,2021,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,11.8724637449325,Elementary School
162,Mockingbird Elementary,2022-2023,59,4008.21903846154,2022,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,12.2890414201933,Elementary School
162,Mockingbird Elementary,2023-2024,79,2837.76586666667,2023,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,16.4548181728012,Elementary School
162,Mockingbird Elementary,2024-2025,44,1893.59880952381,2024,4801.0254,0.0359116022099448,0.0307692307692308,0.032345013477089,0.0360902255639098,13,20,12,24,9.16470885573736,Elementary School
163,Cedar Crest Elementary,2017-2018,157,1284.19044585987,2017,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,111.588667964649,Elementary School
163,Cedar Crest Elementary,2018-2019,177,1012.64723163842,2018,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,125.803784902821,Elementary School
163,Cedar Crest Elementary,2019-2020,114,906.93552631579,2019,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,81.0261665475795,Elementary School
163,Cedar Crest Elementary,2020-2021,76,1564.9565625,2020,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,54.017444365053,Elementary School
163,Cedar Crest Elementary,2021-2022,136,2453.65622222222,2021,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,96.6627951795686,Elementary School
163,Cedar Crest Elementary,2022-2023,131,3394.53330097087,2022,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,93.1090159450256,Elementary School
163,Cedar Crest Elementary,2023-2024,148,3178.10317757009,2023,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,105.191865342472,Elementary School
163,Cedar Crest Elementary,2024-2025,57,3420.93622222222,2024,1406.9529,0.153333333333333,0.133333333333333,0.186567164179104,0.194244604316547,23,36,25,54,40.5130832737898,Elementary School
164,Jones Elementary,2017-2018,32,660.46625,2017,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,100.859098893292,Elementary School
164,Jones Elementary,2018-2019,39,1008.41948717949,2018,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,122.9220267762,Elementary School
164,Jones Elementary,2019-2020,49,1086.45632653061,2019,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,154.440495180353,Elementary School
164,Jones Elementary,2020-2021,18,2350.90909090909,2020,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,56.7332431274768,Elementary School
164,Jones Elementary,2021-2022,40,2793.68125,2021,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,126.073873616615,Elementary School
164,Jones Elementary,2022-2023,32,2735.02896551724,2022,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,100.859098893292,Elementary School
164,Jones Elementary,2023-2024,55,3569.23326530612,2023,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,173.351576222846,Elementary School
164,Jones Elementary,2024-2025,32,1635.75666666667,2024,317.2743,0.0747126436781609,0.068421052631579,0.0894736842105263,0.0797872340425532,13,26,17,30,100.859098893292,Elementary School
166,Kiest Elementary,2017-2018,28,1671.78464285714,2017,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,53.1991700929466,Elementary School
166,Kiest Elementary,2018-2019,25,1786.6336,2018,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,47.4992590115594,Elementary School
166,Kiest Elementary,2019-2020,10,871.827,2019,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,18.9997036046238,Elementary School
166,Kiest Elementary,2020-2021,9,2983.87125,2020,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,17.0997332441614,Elementary School
166,Kiest Elementary,2021-2022,11,2076.67454545455,2021,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,20.8996739650861,Elementary School
166,Kiest Elementary,2022-2023,16,1828.45,2022,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,30.399525767398,Elementary School
166,Kiest Elementary,2023-2024,24,3568.54333333333,2023,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,45.599288651097,Elementary School
166,Kiest Elementary,2024-2025,9,3113.334,2024,526.324,0.079295154185022,0.0679824561403509,0.101769911504425,0.0769230769230769,18,31,23,37,17.0997332441614,Elementary School
167,Kleberg Elementary,2017-2018,82,887.02756097561,2017,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,89.9811577261059,Elementary School
167,Kleberg Elementary,2018-2019,67,1181.49417910448,2018,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,73.5211898493792,Elementary School
167,Kleberg Elementary,2019-2020,43,1297.95255813953,2019,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,47.1852412466165,Elementary School
167,Kleberg Elementary,2020-2021,11,1869.525,2020,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,12.0706431095996,Elementary School
167,Kleberg Elementary,2021-2022,101,2742.74742574257,2021,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,110.83045036996,Elementary School
167,Kleberg Elementary,2022-2023,110,2988.0095959596,2022,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,120.706431095996,Elementary School
167,Kleberg Elementary,2023-2024,81,3203.28,2023,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,88.8838265343241,Elementary School
167,Kleberg Elementary,2024-2025,42,1911.81722222222,2024,911.3019,0.0954907161803713,0.0932568149210904,0.0769230769230769,0.0816618911174785,36,65,28,57,46.0879100548347,Elementary School
168,Knight Elementary,2017-2018,60,795.268,2017,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,43.4978695830925,Elementary School
168,Knight Elementary,2018-2019,25,1176.1408,2018,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,18.1241123262885,Elementary School
168,Knight Elementary,2019-2020,35,1080.696,2019,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,25.373757256804,Elementary School
168,Knight Elementary,2020-2021,12,2225.92666666667,2020,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,8.6995739166185,Elementary School
168,Knight Elementary,2021-2022,54,4470.93611111111,2021,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,39.1480826247833,Elementary School
168,Knight Elementary,2022-2023,63,3707.36839285714,2022,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,45.6727630622471,Elementary School
168,Knight Elementary,2023-2024,41,3887.64838709677,2023,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,29.7235442151132,Elementary School
168,Knight Elementary,2024-2025,34,4442.98,2024,1379.3779,0.0703125,0.0676691729323308,0.0625,0.0543478260869565,9,18,9,15,24.6487927637524,Elementary School
169,Kramer Elementary,2017-2018,111,1225.46918918919,2017,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,24.136562321191,Elementary School
169,Kramer Elementary,2018-2019,167,1314.36467065868,2018,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,36.3135667354856,Elementary School
169,Kramer Elementary,2019-2020,105,1024.90866666667,2019,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,22.8318832768023,Elementary School
169,Kramer Elementary,2020-2021,27,4035.4208,2020,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,5.87105569974917,Elementary School
169,Kramer Elementary,2021-2022,172,2610.58244186047,2021,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,37.4007992724762,Elementary School
169,Kramer Elementary,2022-2023,145,3324.74468085106,2022,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,31.529743572727,Elementary School
169,Kramer Elementary,2023-2024,91,2614.50682352941,2023,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,19.7876321732287,Elementary School
169,Kramer Elementary,2024-2025,52,2124.87,2024,4598.8322,0.112582781456954,0.101226993865031,0.0883977900552486,0.0826210826210826,17,33,16,29,11.3072183847021,Elementary School
170,Lagow Elementary,2017-2018,37,1347.07594594595,2017,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,74.757563242878,Elementary School
170,Lagow Elementary,2018-2019,58,1010.08189655172,2018,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,117.187531569917,Elementary School
170,Lagow Elementary,2019-2020,26,1381.11692307692,2019,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,52.5323417382386,Elementary School
170,Lagow Elementary,2020-2021,18,2974.306,2020,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,36.368544280319,Elementary School
170,Lagow Elementary,2021-2022,39,2111.29868421053,2021,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,78.7985126073579,Elementary School
170,Lagow Elementary,2022-2023,57,3207.36942307692,2022,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,115.167056887677,Elementary School
170,Lagow Elementary,2023-2024,41,3560.0752631579,2023,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,82.8394619718378,Elementary School
170,Lagow Elementary,2024-2025,26,3207.46583333333,2024,494.9332,0.0895522388059701,0.0647887323943662,0.0659340659340659,0.0696378830083566,18,23,12,25,52.5323417382386,Elementary School
171,Lakewood Elementary,2017-2018,26,1475.22192307692,2017,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,12.075933282698,Elementary School
171,Lakewood Elementary,2018-2019,36,1723.13805555556,2018,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,16.7205230068126,Elementary School
171,Lakewood Elementary,2019-2020,20,1191.9925,2019,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,9.28917944822924,Elementary School
171,Lakewood Elementary,2020-2021,19,1389.55944444444,2020,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,8.82472047581778,Elementary School
171,Lakewood Elementary,2021-2022,59,2125.41966101695,2021,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,27.4030793722763,Elementary School
171,Lakewood Elementary,2022-2023,34,2359.8228125,2022,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,15.7916050619897,Elementary School
171,Lakewood Elementary,2023-2024,45,1498.93205128205,2023,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,20.9006537585158,Elementary School
171,Lakewood Elementary,2024-2025,28,1910.58416666667,2024,2153.0427,0.0189328743545611,0.0157068062827225,0.0091743119266055,0.00834202294056309,11,15,5,8,13.0048512275209,Elementary School
172,Brashear Elementary,2017-2018,30,1045.32833333333,2017,1018.7699,0.0427046263345196,0.0358490566037736,0.0510948905109489,0.043956043956044,12,19,14,24,29.4472775452043,Elementary School
